agent-type,agent-id,TriadStackID,received-IP-list,sent-IP-list,country,county,Municipality,Coordinates,Gender,Age,Language,Nationality,PoliticalSpectrum,SocioeconomicStatus,EU,NATORussia,InformationDisseminationAgents,key_issue,tick no,timestamp
basic-agents,B-ID-445,TS-B-ID-445,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,Both,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-446,TS-B-ID-446,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Young,Both,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiRussia,"['Facebook', 'Twitter']",0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-447,TS-B-ID-447,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Old,Russian,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-448,TS-B-ID-448,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,NationalLanguage,Lithuanian,Left,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-449,TS-B-ID-449,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,NationalLanguage,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,['TV3 (tv3.lt)'],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-450,TS-B-ID-450,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Old,NationalLanguage,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-451,TS-B-ID-451,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,NationalLanguage,Lithuanian,Center,LowerClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-452,TS-B-ID-452,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Middle,NationalLanguage,Lithuanian,Center,UpperClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-453,TS-B-ID-453,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Old,NationalLanguage,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,['LRT (lrt.lt)'],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-454,TS-B-ID-454,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,NotApplicable,NationalLanguage,Lithuanian,Center,LowerClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Facebook']",0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-455,TS-B-ID-455,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-456,TS-B-ID-456,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-457,TS-B-ID-457,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,Middle,Both,Lithuanian,Right,LowerClass,Undecided,Neutral,[],0,0,12:42:03.146 PM 27-Jan-2023
basic-agents,B-ID-458,TS-B-ID-458,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,Young,NationalLanguage,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-459,TS-B-ID-459,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Young,Other,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-460,TS-B-ID-460,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,NotApplicable,NationalLanguage,Lithuanian,Left,MiddleClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-461,TS-B-ID-461,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-462,TS-B-ID-462,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-463,TS-B-ID-463,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,Middle,Russian,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-464,TS-B-ID-464,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,Middle,Both,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-465,TS-B-ID-465,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Center,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-466,TS-B-ID-466,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Old,Other,Lithuanian,Right,LowerClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-467,TS-B-ID-467,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Male,Middle,Other,Russian,Right,UpperClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-468,TS-B-ID-468,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Male,Middle,Both,Lithuanian,Undecided,UpperClass,ProEU,Neutral,"['Delfi (delfi.lt)', 'Odnoklassniki']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-469,TS-B-ID-469,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Middle,NationalLanguage,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-470,TS-B-ID-470,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Old,NationalLanguage,Lithuanian,Right,UpperClass,Undecided,Neutral,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-471,TS-B-ID-471,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Middle,Both,Lithuanian,Center,UpperClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-472,TS-B-ID-472,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,NotApplicable,NationalLanguage,Lithuanian,Right,MiddleClass,AntiEU,Neutral,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-473,TS-B-ID-473,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Middle,NationalLanguage,Polish,Right,MiddleClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-474,TS-B-ID-474,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Male,Old,NationalLanguage,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-475,TS-B-ID-475,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Male,Old,NationalLanguage,Lithuanian,Left,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-476,TS-B-ID-476,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Male,NotApplicable,Both,Lithuanian,Undecided,UpperClass,ProEU,Neutral,"['LRT (lrt.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-477,TS-B-ID-477,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Female,Middle,NationalLanguage,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-478,TS-B-ID-478,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Female,Young,Both,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-479,TS-B-ID-479,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Female,Young,Both,Lithuanian,Center,MiddleClass,ProEU,Undecided,['Lietuvos Rytas (lrytas.lt)'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-480,TS-B-ID-480,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Female,Middle,Both,Lithuanian,Right,MiddleClass,AntiEU,Neutral,['Odnoklassniki'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-481,TS-B-ID-481,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Male,Middle,Both,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-482,TS-B-ID-482,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Male,Middle,Both,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-483,TS-B-ID-483,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Male,Middle,Russian,Lithuanian,Center,MiddleClass,ProEU,Neutral,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-484,TS-B-ID-484,[],[],Lithuania,Alytus,Lazdijai,54.23413 23.516346,Male,Middle,Both,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-485,TS-B-ID-485,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Male,Middle,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-486,TS-B-ID-486,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Male,Old,NationalLanguage,Lithuanian,Left,UpperClass,AntiEU,Undecided,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-487,TS-B-ID-487,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Male,Old,Both,Lithuanian,Right,LowerClass,ProEU,Neutral,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-488,TS-B-ID-488,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Male,NotApplicable,NationalLanguage,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-489,TS-B-ID-489,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Female,NotApplicable,NationalLanguage,Other,Undecided,MiddleClass,AntiEU,AntiNATOProRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-490,TS-B-ID-490,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Male,Middle,NationalLanguage,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-491,TS-B-ID-491,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Male,Middle,NationalLanguage,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-492,TS-B-ID-492,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Male,NotApplicable,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-493,TS-B-ID-493,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Female,Middle,NationalLanguage,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-494,TS-B-ID-494,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Female,Old,NationalLanguage,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,['Lietus Radio (lietus.fm)'],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-495,TS-B-ID-495,[],[],Lithuania,Alytus,Verena,54.213015 24.469189,Female,Middle,NationalLanguage,Lithuanian,Undecided,MiddleClass,AntiEU,Neutral,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-496,TS-B-ID-496,[],[],Lithuania,Kaunas,Birstonas,54.605341 24.035346,Male,Old,NationalLanguage,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)']",0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-497,TS-B-ID-497,[],[],Lithuania,Kaunas,Birstonas,54.605341 24.035346,Male,Old,NationalLanguage,Lithuanian,Undecided,LowerClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.147 PM 27-Jan-2023
basic-agents,B-ID-498,TS-B-ID-498,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Young,Both,Lithuanian,Center,MiddleClass,ProEU,Neutral,"['Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)', 'Facebook', 'Odnoklassniki']",0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-499,TS-B-ID-499,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Old,NationalLanguage,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Delfi (delfi.lt)']",0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-500,TS-B-ID-500,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Middle,Both,Lithuanian,Center,LowerClass,ProEU,Neutral,['Facebook'],0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-501,TS-B-ID-501,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Male,Old,NationalLanguage,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)']",0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-502,TS-B-ID-502,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Middle,NationalLanguage,Lithuanian,Undecided,UpperClass,AntiEU,Undecided,[],0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-503,TS-B-ID-503,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Male,Middle,Both,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook']",0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-504,TS-B-ID-504,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Male,Middle,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-505,TS-B-ID-505,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Young,Both,Lithuanian,Right,MiddleClass,ProEU,Neutral,[],0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-506,TS-B-ID-506,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,NotApplicable,Both,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-507,TS-B-ID-507,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Middle,Russian,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,"['Facebook', 'Twitter']",0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-508,TS-B-ID-508,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Old,NationalLanguage,Lithuanian,Center,MiddleClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Alfa (alfa.lt)']",0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-509,TS-B-ID-509,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Male,Middle,NationalLanguage,Lithuanian,Right,LowerClass,ProEU,Neutral,[],0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-510,TS-B-ID-510,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Middle,Both,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Alfa (alfa.lt)']",0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-511,TS-B-ID-511,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Middle,NationalLanguage,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiRussia,['Lietus Radio (lietus.fm)'],0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-512,TS-B-ID-512,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Female,Middle,Both,Russian,Undecided,UpperClass,ProEU,Neutral,['Delfi (delfi.lt)'],0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-513,TS-B-ID-513,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Male,Middle,Both,Lithuanian,Right,LowerClass,ProEU,AntiNATOProRussia,['Facebook'],0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-514,TS-B-ID-514,[],[],Lithuania,Kaunas,Jonava,55.073083 24.279251,Male,Middle,NationalLanguage,Russian,Left,MiddleClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,I-ID-101,0,[IP-1],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,I-ID-102,0,[IP-2],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,I-ID-103,0,[IP-3],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,I-ID-104,0,[IP-4],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,ID-105,0,[IP-5],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,ID-106,0,[IP-6],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,ID-107,0,[IP-7],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,ID-108,0,[IP-8],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,ID-109,0,[IP-9],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
information-diss-agents,ID-110,0,[IP-10],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:42:03.148 PM 27-Jan-2023
basic-agents,B-ID-1,TS-B-ID-1,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Male,Old,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,[],0,1
basic-agents,B-ID-2,TS-B-ID-2,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Male,Middle,Russian,Lithuanian,Center,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,1
basic-agents,B-ID-3,TS-B-ID-3,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,NotApplicable,Both,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,1
basic-agents,B-ID-4,TS-B-ID-4,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,Middle,NationalLanguage,Lithuanian,Undecided,LowerClass,AntiEU,AntiNATOProRussia,[],0,1
basic-agents,B-ID-5,TS-B-ID-5,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,Middle,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,Neutral,"['Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)']",0,1
basic-agents,B-ID-6,TS-B-ID-6,[IP-6],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,Middle,NationalLanguage,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiRussia,[],[Oil],1
basic-agents,B-ID-7,TS-B-ID-7,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,Old,NationalLanguage,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiRussia,['TV3 (tv3.lt)'],0,1
basic-agents,B-ID-8,TS-B-ID-8,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,Young,NationalLanguage,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook']",0,1
basic-agents,B-ID-9,TS-B-ID-9,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,Middle,Both,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)']",0,1
basic-agents,B-ID-10,TS-B-ID-10,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,Middle,Both,Russian,Left,MiddleClass,Undecided,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook']",0,1
basic-agents,B-ID-11,TS-B-ID-11,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Female,Middle,NationalLanguage,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiRussia,['Lietus Radio (lietus.fm)'],0,1
basic-agents,B-ID-12,TS-B-ID-12,[],[],Lithuania,Vilnius,Elektrenai,54.785072 24.667342,Male,Middle,Both,Lithuanian,Right,UpperClass,Undecided,Undecided,[],0,1
basic-agents,B-ID-13,TS-B-ID-13,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Middle,NationalLanguage,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,1
basic-agents,B-ID-14,TS-B-ID-14,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Female,Middle,NationalLanguage,Polish,Undecided,MiddleClass,ProEU,Neutral,[],0,1
basic-agents,B-ID-15,TS-B-ID-15,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Female,Middle,NationalLanguage,Polish,Center,LowerClass,AntiEU,AntiNATOProRussia,[],0,1
basic-agents,B-ID-16,TS-B-ID-16,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Young,Both,Polish,Undecided,UpperClass,ProEU,ProNATOAntiRussia,[],0,1
basic-agents,B-ID-17,TS-B-ID-17,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Middle,Both,Polish,Right,UpperClass,ProEU,Undecided,[],0,1
basic-agents,B-ID-18,TS-B-ID-18,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Middle,Both,Polish,Undecided,LowerClass,AntiEU,Undecided,[],0,1
basic-agents,B-ID-19,TS-B-ID-19,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Old,NationalLanguage,Lithuanian,Center,UpperClass,ProEU,Undecided,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)']",0,1
basic-agents,B-ID-20,TS-B-ID-20,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Female,Middle,NationalLanguage,Polish,Right,UpperClass,AntiEU,AntiNATOProRussia,[],0,1
basic-agents,B-ID-21,TS-B-ID-21,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Middle,NationalLanguage,Polish,Center,LowerClass,ProEU,AntiNATOProRussia,[],0,1
basic-agents,B-ID-22,TS-B-ID-22,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Middle,NationalLanguage,Polish,Center,LowerClass,AntiEU,ProNATOAntiRussia,[],0,1
basic-agents,B-ID-23,TS-B-ID-23,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Middle,NationalLanguage,Polish,Right,LowerClass,ProEU,Neutral,[],0,1
basic-agents,B-ID-24,TS-B-ID-24,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Middle,Other,Polish,Center,UpperClass,AntiEU,ProNATOAntiRussia,[],0,1
basic-agents,B-ID-25,TS-B-ID-25,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Female,Middle,Both,Polish,Undecided,UpperClass,ProEU,ProNATOAntiRussia,[],0,1
basic-agents,B-ID-26,TS-B-ID-26,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Male,Middle,NationalLanguage,Polish,Left,UpperClass,ProEU,AntiNATOProRussia,[],0,1
basic-agents,B-ID-27,TS-B-ID-27,[],[],Lithuania,Vilnius,Salcininkai,54.308987 25.384538,Female,Middle,NationalLanguage,Polish,Undecided,UpperClass,ProEU,ProNATOAntiRussia,[],0,1
basic-agents,B-ID-28,TS-B-ID-28,[],[],Lithuania,Vilnius,Sirvintos,55.039495 24.958011,Female,Middle,NationalLanguage,Lithuanian,Left,MiddleClass,Undecided,Undecided,"['Delfi (delfi.lt)', 'Facebook']",0,1
